freq,psd_x,psd_y,psd_z,psd_xyz
124.9,3.270e+03,3.897e+05,2.852e+02,3.933e+05
126.4,3.930e+03,3.780e+05,1.697e+02,3.821e+05
128.0,4.429e+03,3.633e+05,1.204e+02,3.678e+05
129.6,5.126e+03,3.492e+05,1.220e+02,3.544e+05
131.2,5.643e+03,3.356e+05,2.024e+02,3.415e+05
132.8,6.085e+03,1.942e+05,2.265e+02,2.005e+05
134.4,6.137e+03,2.405e+04,1.308e+02,3.032e+04
135.9,6.444e+03,5.142e+03,1.671e+02,1.175e+04
137.5,8.879e+03,8.571e+03,2.804e+02,1.773e+04
139.1,1.307e+04,1.819e+04,5.075e+02,3.177e+04
140.7,1.695e+04,3.007e+04,7.665e+02,4.779e+04
142.3,1.673e+04,2.447e+04,7.530e+02,4.195e+04
143.8,1.459e+04,1.206e+04,6.207e+02,2.727e+04
145.4,1.443e+04,5.837e+03,5.898e+02,2.086e+04
147.0,1.649e+04,4.372e+03,7.348e+02,2.160e+04
148.6,1.971e+04,3.950e+03,1.042e+03,2.471e+04
150.2,2.413e+04,4.110e+03,1.536e+03,2.978e+04
151.7,2.809e+04,3.972e+03,2.414e+03,3.447e+04
153.3,3.289e+04,5.068e+03,4.534e+03,4.249e+04
154.9,3.479e+04,5.741e+03,6.777e+03,4.731e+04
156.5,3.045e+04,3.694e+03,5.477e+03,3.962e+04
158.1,2.806e+04,3.107e+03,4.829e+03,3.599e+04
159.6,2.986e+04,2.938e+03,4.574e+03,3.738e+04
161.2,3.584e+04,2.755e+03,4.056e+03,4.265e+04
162.8,4.107e+04,2.507e+03,3.078e+03,4.666e+04
164.4,4.505e+04,2.383e+03,1.904e+03,4.934e+04
166.0,4.506e+04,2.438e+03,1.292e+03,4.879e+04
167.5,3.155e+04,2.906e+03,1.789e+03,3.624e+04
169.1,1.387e+04,2.788e+03,1.338e+03,1.799e+04
170.7,8.552e+03,2.752e+03,6.865e+02,1.199e+04
172.3,7.503e+03,3.769e+03,5.877e+02,1.186e+04
173.9,7.478e+03,4.063e+03,5.812e+02,1.212e+04
175.4,7.367e+03,3.839e+03,5.992e+02,1.181e+04
177.0,6.895e+03,3.678e+03,6.326e+02,1.121e+04
178.6,7.837e+03,3.581e+03,6.517e+02,1.207e+04
180.2,8.507e+03,3.396e+03,7.045e+02,1.261e+04
181.8,1.150e+04,3.132e+03,7.435e+02,1.538e+04
183.3,2.016e+04,3.032e+03,8.982e+02,2.409e+04
184.9,2.793e+04,2.957e+03,1.139e+03,3.202e+04
186.5,1.305e+04,2.775e+03,1.005e+03,1.683e+04
188.1,3.778e+03,2.577e+03,8.763e+02,7.231e+03
189.7,3.064e+03,2.481e+03,9.330e+02,6.479e+03
191.3,2.729e+03,2.387e+03,1.020e+03,6.136e+03
192.8,2.976e+03,2.252e+03,1.159e+03,6.388e+03
194.4,5.598e+03,2.153e+03,1.389e+03,9.139e+03
196.0,7.303e+03,2.142e+03,1.669e+03,1.111e+04
197.6,4.358e+03,2.299e+03,2.013e+03,8.670e+03
199.2,4.688e+03,2.563e+03,2.457e+03,9.709e+03
