freq,psd_x,psd_y,psd_z,psd_xyz
129.7,9.713e+03,3.040e+05,2.333e+02,3.140e+05
131.3,8.527e+03,2.940e+05,1.813e+02,3.027e+05
132.9,4.449e+03,1.902e+05,1.685e+02,1.948e+05
134.5,9.455e+02,2.788e+04,1.491e+02,2.897e+04
136.0,4.865e+02,4.710e+03,1.313e+02,5.327e+03
137.6,5.908e+02,4.183e+03,1.423e+02,4.916e+03
139.2,9.243e+02,3.727e+03,1.702e+02,4.821e+03
140.8,1.406e+03,3.607e+03,2.012e+02,5.214e+03
142.4,3.007e+03,3.614e+03,2.415e+02,6.862e+03
143.9,3.905e+03,3.542e+03,4.022e+02,7.850e+03
145.5,3.742e+03,3.836e+03,7.107e+02,8.288e+03
147.1,7.762e+03,5.143e+03,1.189e+03,1.409e+04
148.7,1.216e+04,6.081e+03,1.710e+03,1.995e+04
150.3,1.225e+04,5.816e+03,2.178e+03,2.024e+04
151.9,8.927e+03,4.664e+03,2.933e+03,1.652e+04
153.4,6.209e+03,4.258e+03,3.553e+03,1.402e+04
155.0,3.512e+03,2.882e+03,1.933e+03,8.327e+03
156.6,4.048e+03,2.524e+03,1.361e+03,7.934e+03
158.2,1.541e+04,2.423e+03,1.084e+03,1.892e+04
159.8,3.038e+04,2.238e+03,7.199e+02,3.334e+04
161.3,1.729e+04,1.943e+03,4.890e+02,1.972e+04
162.9,8.642e+03,1.787e+03,5.100e+02,1.094e+04
164.5,8.782e+03,2.138e+03,1.241e+03,1.216e+04
166.1,9.538e+03,2.472e+03,1.913e+03,1.392e+04
167.7,9.041e+03,2.089e+03,9.241e+02,1.205e+04
169.3,9.810e+03,2.122e+03,8.269e+02,1.276e+04
170.8,3.397e+03,2.437e+03,6.690e+02,6.502e+03
172.4,2.084e+03,3.545e+03,5.552e+02,6.184e+03
174.0,2.062e+03,3.833e+03,4.369e+02,6.332e+03
175.6,2.046e+03,3.676e+03,3.457e+02,6.067e+03
177.2,2.121e+03,3.492e+03,2.806e+02,5.894e+03
178.7,2.065e+03,3.329e+03,2.678e+02,5.662e+03
180.3,1.759e+03,3.104e+03,2.909e+02,5.153e+03
181.9,1.596e+03,2.925e+03,2.745e+02,4.795e+03
183.5,1.759e+03,2.707e+03,3.250e+02,4.791e+03
185.1,2.001e+03,2.477e+03,4.735e+02,4.951e+03
186.7,2.331e+03,2.327e+03,6.678e+02,5.326e+03
188.2,2.717e+03,2.200e+03,9.108e+02,5.827e+03
189.8,3.363e+03,2.061e+03,1.211e+03,6.635e+03
191.4,3.832e+03,1.918e+03,1.348e+03,7.097e+03
193.0,4.262e+03,1.837e+03,1.473e+03,7.572e+03
194.6,4.769e+03,1.742e+03,1.639e+03,8.151e+03
196.1,5.168e+03,1.729e+03,1.737e+03,8.635e+03
197.7,5.054e+03,1.929e+03,1.929e+03,8.913e+03
199.3,4.500e+03,2.205e+03,2.141e+03,8.845e+03
