freq,psd_x,psd_y,psd_z,psd_xyz
82.4,4.458e+04,1.443e+06,1.404e+05,1.628e+06
84.0,3.876e+04,1.315e+06,1.341e+05,1.488e+06
85.6,3.380e+04,1.225e+06,1.290e+05,1.388e+06
87.2,2.809e+04,1.126e+06,1.172e+05,1.271e+06
88.8,2.219e+04,1.031e+06,1.044e+05,1.157e+06
90.3,1.637e+04,9.587e+05,9.738e+04,1.072e+06
91.9,9.846e+03,8.927e+05,9.097e+04,9.935e+05
93.5,4.502e+03,8.165e+05,7.775e+04,8.988e+05
95.1,1.391e+03,7.439e+05,6.492e+04,8.102e+05
96.7,3.282e+02,6.767e+05,5.396e+04,7.310e+05
98.3,6.684e+02,6.183e+05,4.434e+04,6.634e+05
99.8,1.166e+03,5.681e+05,3.580e+04,6.051e+05
101.4,1.151e+03,5.175e+05,2.867e+04,5.473e+05
103.0,9.568e+02,4.725e+05,2.301e+04,4.965e+05
104.6,1.037e+03,4.072e+05,1.783e+04,4.261e+05
106.2,1.429e+03,3.597e+05,1.441e+04,3.756e+05
107.8,1.974e+03,3.450e+05,1.292e+04,3.599e+05
109.4,2.577e+03,3.285e+05,1.168e+04,3.428e+05
110.9,2.980e+03,3.139e+05,1.024e+04,3.271e+05
112.5,3.145e+03,2.996e+05,8.689e+03,3.115e+05
114.1,2.971e+03,2.853e+05,7.103e+03,2.954e+05
115.7,2.278e+03,2.736e+05,5.857e+03,2.817e+05
117.3,1.268e+03,2.668e+05,4.717e+03,2.728e+05
118.9,4.549e+02,2.612e+05,3.382e+03,2.650e+05
120.5,2.087e+02,2.575e+05,2.298e+03,2.600e+05
122.0,5.511e+02,2.598e+05,1.709e+03,2.620e+05
123.6,1.046e+03,2.636e+05,1.296e+03,2.659e+05
125.2,9.242e+02,2.635e+05,9.004e+02,2.653e+05
126.8,9.645e+02,2.606e+05,4.790e+02,2.621e+05
128.4,2.645e+03,2.448e+05,1.528e+02,2.476e+05
130.0,4.215e+03,2.349e+05,5.918e+01,2.391e+05
131.5,4.500e+03,2.131e+05,5.165e+01,2.177e+05
133.1,2.260e+03,9.341e+04,4.580e+01,9.572e+04
134.7,1.171e+03,8.448e+03,3.830e+01,9.658e+03
136.3,1.035e+03,3.578e+03,4.578e+01,4.659e+03
137.9,5.162e+02,3.309e+03,6.096e+01,3.886e+03
139.5,4.714e+02,3.198e+03,8.815e+01,3.758e+03
141.1,4.062e+02,3.327e+03,1.307e+02,3.864e+03
142.6,4.031e+02,3.354e+03,1.853e+02,3.942e+03
144.2,1.150e+03,3.473e+03,2.705e+02,4.893e+03
145.8,2.861e+03,3.430e+03,4.013e+02,6.692e+03
147.4,7.715e+03,3.186e+03,5.456e+02,1.145e+04
149.0,1.815e+04,5.086e+03,1.455e+03,2.469e+04
150.6,2.096e+04,9.258e+03,1.818e+03,3.204e+04
152.1,1.131e+04,1.298e+04,6.928e+02,2.498e+04
153.7,8.629e+03,2.122e+04,7.690e+02,3.062e+04
155.3,6.257e+03,2.517e+04,9.110e+02,3.233e+04
156.9,5.132e+03,2.718e+04,1.078e+03,3.339e+04
158.5,4.911e+03,2.332e+04,1.002e+03,2.924e+04
160.1,3.652e+03,1.121e+04,6.752e+02,1.554e+04
161.7,2.692e+03,5.885e+03,5.398e+02,9.116e+03
163.2,1.828e+03,3.124e+03,4.662e+02,5.419e+03
164.8,1.355e+03,1.998e+03,4.491e+02,3.802e+03
166.4,2.170e+03,2.151e+03,7.459e+02,5.068e+03
168.0,4.382e+03,2.609e+03,1.244e+03,8.235e+03
169.6,4.116e+03,2.664e+03,1.016e+03,7.796e+03
171.2,1.718e+03,2.475e+03,5.056e+02,4.699e+03
172.8,1.349e+03,3.169e+03,4.545e+02,4.973e+03
174.3,1.369e+03,3.162e+03,4.322e+02,4.963e+03
175.9,1.305e+03,2.988e+03,3.800e+02,4.673e+03
177.5,1.057e+03,2.856e+03,3.480e+02,4.261e+03
179.1,8.980e+02,2.738e+03,3.065e+02,3.942e+03
180.7,8.527e+02,2.612e+03,2.346e+02,3.700e+03
182.3,7.961e+02,2.459e+03,1.690e+02,3.424e+03
183.8,7.323e+02,2.302e+03,1.295e+02,3.164e+03
185.4,6.824e+02,2.170e+03,1.388e+02,2.991e+03
187.0,7.393e+02,2.026e+03,2.328e+02,2.998e+03
188.6,8.428e+02,1.849e+03,3.995e+02,3.091e+03
190.2,9.467e+02,1.668e+03,5.821e+02,3.197e+03
191.8,1.124e+03,1.517e+03,7.674e+02,3.409e+03
193.4,1.436e+03,1.476e+03,9.994e+02,3.912e+03
194.9,1.656e+03,1.446e+03,1.298e+03,4.400e+03
196.5,1.587e+03,1.314e+03,1.421e+03,4.322e+03
198.1,1.949e+03,1.304e+03,1.552e+03,4.805e+03
199.7,2.206e+03,1.419e+03,1.621e+03,5.246e+03
