freq,psd_x,psd_y,psd_z,psd_xyz
53.8,1.370e+05,8.421e+02,6.565e+02,1.385e+05
55.4,1.550e+05,6.124e+02,9.605e+02,1.566e+05
56.9,1.711e+05,5.386e+02,2.295e+03,1.739e+05
58.5,1.944e+05,5.361e+02,4.045e+03,1.990e+05
60.1,2.368e+05,7.368e+02,6.191e+03,2.437e+05
61.7,2.878e+05,1.145e+03,9.559e+03,2.985e+05
63.3,3.345e+05,1.636e+03,1.421e+04,3.504e+05
64.9,3.532e+05,2.319e+03,1.818e+04,3.737e+05
66.4,3.359e+05,2.965e+03,1.865e+04,3.575e+05
68.0,3.096e+05,3.551e+03,1.561e+04,3.287e+05
69.6,3.430e+05,4.229e+03,1.452e+04,3.618e+05
71.2,4.289e+05,5.275e+03,1.527e+04,4.494e+05
72.8,5.528e+05,6.220e+03,1.576e+04,5.748e+05
74.3,7.805e+05,7.541e+03,1.596e+04,8.040e+05
75.9,1.128e+06,1.024e+04,1.501e+04,1.153e+06
77.5,1.607e+06,1.326e+04,1.415e+04,1.634e+06
79.1,2.096e+06,1.662e+04,1.271e+04,2.125e+06
80.7,2.320e+06,1.841e+04,1.086e+04,2.349e+06
82.3,2.063e+06,1.906e+04,9.290e+03,2.092e+06
83.8,1.653e+06,1.464e+04,8.314e+03,1.676e+06
85.4,1.421e+06,1.097e+04,7.513e+03,1.440e+06
87.0,1.205e+06,1.057e+04,6.310e+03,1.222e+06
88.6,9.799e+05,9.183e+03,5.313e+03,9.944e+05
90.2,7.960e+05,7.861e+03,4.562e+03,8.084e+05
91.7,6.467e+05,7.632e+03,3.972e+03,6.583e+05
93.3,5.230e+05,7.736e+03,3.417e+03,5.341e+05
94.9,4.238e+05,8.736e+03,2.894e+03,4.354e+05
96.5,3.526e+05,1.253e+04,2.176e+03,3.673e+05
98.1,3.305e+05,1.988e+04,1.566e+03,3.520e+05
99.7,3.603e+05,2.798e+04,1.337e+03,3.896e+05
101.2,4.180e+05,3.570e+04,1.210e+03,4.550e+05
102.8,4.835e+05,3.969e+04,1.031e+03,5.242e+05
104.4,4.949e+05,3.606e+04,8.844e+02,5.318e+05
106.0,4.886e+05,3.215e+04,9.128e+02,5.217e+05
107.6,5.209e+05,3.406e+04,1.110e+03,5.560e+05
109.1,5.502e+05,3.437e+04,1.416e+03,5.860e+05
110.7,5.639e+05,3.383e+04,1.602e+03,5.993e+05
112.3,5.613e+05,3.410e+04,1.603e+03,5.970e+05
113.9,5.534e+05,3.554e+04,1.403e+03,5.903e+05
115.5,5.492e+05,3.323e+04,1.105e+03,5.836e+05
117.1,5.462e+05,2.123e+04,7.847e+02,5.682e+05
118.6,5.280e+05,7.667e+03,4.100e+02,5.361e+05
120.2,4.989e+05,3.234e+03,2.382e+02,5.024e+05
121.8,4.695e+05,4.419e+03,2.811e+02,4.742e+05
123.4,4.387e+05,6.552e+03,4.066e+02,4.457e+05
125.0,4.033e+05,8.472e+03,5.071e+02,4.123e+05
126.5,3.769e+05,1.047e+04,5.512e+02,3.879e+05
128.1,3.514e+05,1.222e+04,6.126e+02,3.642e+05
129.7,3.263e+05,1.364e+04,6.733e+02,3.406e+05
131.3,2.998e+05,1.391e+04,6.787e+02,3.144e+05
132.9,1.860e+05,8.482e+03,4.552e+02,1.949e+05
134.5,2.677e+04,1.675e+03,2.087e+02,2.865e+04
136.0,4.280e+03,8.047e+02,1.883e+02,5.273e+03
137.6,3.593e+03,7.115e+02,1.852e+02,4.490e+03
139.2,3.054e+03,6.455e+02,1.880e+02,3.888e+03
140.8,2.668e+03,6.326e+02,1.838e+02,3.484e+03
142.4,2.637e+03,8.117e+02,1.841e+02,3.633e+03
143.9,4.079e+03,1.848e+03,2.105e+02,6.137e+03
145.5,6.684e+03,3.438e+03,3.006e+02,1.042e+04
147.1,7.919e+03,4.218e+03,3.615e+02,1.250e+04
148.7,6.691e+03,3.433e+03,3.971e+02,1.052e+04
150.3,5.051e+03,2.058e+03,5.016e+02,7.610e+03
151.9,4.398e+03,2.782e+03,1.092e+03,8.272e+03
153.4,4.959e+03,5.173e+03,2.213e+03,1.234e+04
155.0,5.513e+03,1.882e+03,1.464e+03,8.859e+03
156.6,6.974e+03,9.302e+02,1.393e+03,9.297e+03
158.2,8.684e+03,7.695e+02,1.545e+03,1.100e+04
159.8,1.117e+04,7.037e+02,1.701e+03,1.357e+04
161.3,1.307e+04,6.329e+02,2.139e+03,1.584e+04
162.9,1.213e+04,7.630e+02,2.419e+03,1.531e+04
164.5,9.249e+03,2.428e+03,3.069e+03,1.475e+04
166.1,8.158e+03,2.336e+03,3.192e+03,1.369e+04
167.7,9.294e+03,8.797e+02,2.491e+03,1.267e+04
169.3,9.331e+03,8.911e+02,2.774e+03,1.300e+04
170.8,7.975e+03,7.569e+02,3.574e+03,1.231e+04
172.4,8.460e+03,5.438e+02,3.978e+03,1.298e+04
174.0,8.360e+03,7.011e+02,4.117e+03,1.318e+04
175.6,7.813e+03,7.218e+02,4.171e+03,1.271e+04
177.2,7.163e+03,7.601e+02,4.228e+03,1.215e+04
178.7,6.852e+03,8.019e+02,4.234e+03,1.189e+04
180.3,6.457e+03,7.200e+02,4.213e+03,1.139e+04
181.9,6.030e+03,7.374e+02,4.318e+03,1.109e+04
183.5,5.734e+03,7.329e+02,4.446e+03,1.091e+04
185.1,5.528e+03,7.026e+02,4.787e+03,1.102e+04
186.7,5.256e+03,7.510e+02,4.981e+03,1.099e+04
188.2,5.040e+03,7.694e+02,5.240e+03,1.105e+04
189.8,4.664e+03,7.117e+02,5.546e+03,1.092e+04
191.4,4.448e+03,7.418e+02,5.819e+03,1.101e+04
193.0,4.255e+03,7.852e+02,6.013e+03,1.105e+04
194.6,4.106e+03,7.670e+02,6.517e+03,1.139e+04
196.1,4.437e+03,8.916e+02,7.613e+03,1.294e+04
197.7,4.804e+03,9.861e+02,8.926e+03,1.472e+04
199.3,4.770e+03,9.275e+02,1.016e+04,1.586e+04
