freq,psd_x,psd_y,psd_z,psd_xyz
182.3,4.198e+02,9.111e+02,7.159e+03,8.490e+03
183.9,3.695e+02,9.153e+02,7.521e+03,8.806e+03
185.4,3.050e+02,9.134e+02,7.702e+03,8.920e+03
187.0,2.524e+02,8.948e+02,7.882e+03,9.030e+03
188.6,2.004e+02,9.946e+02,8.005e+03,9.200e+03
190.2,1.759e+02,1.014e+03,8.164e+03,9.353e+03
191.8,1.893e+02,1.037e+03,8.649e+03,9.876e+03
193.4,2.458e+02,9.722e+02,9.119e+03,1.034e+04
195.0,3.239e+02,8.722e+02,9.152e+03,1.035e+04
196.5,4.150e+02,8.473e+02,9.407e+03,1.067e+04
198.1,6.387e+02,9.084e+02,1.021e+04,1.176e+04
199.7,9.372e+02,9.650e+02,1.116e+04,1.306e+04
