freq,psd_x,psd_y,psd_z,psd_xyz
153.6,5.473e+03,3.067e+04,1.650e+03,3.779e+04
155.2,4.835e+03,2.452e+04,1.467e+03,3.082e+04
156.8,4.185e+03,1.501e+04,1.376e+03,2.057e+04
158.3,3.600e+03,6.025e+03,1.365e+03,1.099e+04
159.9,2.820e+03,2.490e+03,1.512e+03,6.823e+03
161.5,2.557e+03,1.465e+03,1.950e+03,5.973e+03
163.1,2.701e+03,1.384e+03,2.214e+03,6.298e+03
164.7,3.284e+03,2.490e+03,2.758e+03,8.533e+03
166.3,3.287e+03,3.960e+03,3.611e+03,1.086e+04
167.8,1.689e+03,1.835e+03,3.119e+03,6.642e+03
169.4,1.171e+03,1.218e+03,3.200e+03,5.590e+03
171.0,1.131e+03,1.165e+03,3.495e+03,5.791e+03
172.6,1.238e+03,1.269e+03,3.836e+03,6.343e+03
174.2,1.304e+03,1.303e+03,4.133e+03,6.740e+03
175.8,1.247e+03,1.308e+03,4.426e+03,6.980e+03
177.3,1.141e+03,1.167e+03,4.676e+03,6.985e+03
178.9,1.163e+03,1.046e+03,4.980e+03,7.189e+03
180.5,1.188e+03,1.013e+03,5.305e+03,7.507e+03
182.1,1.218e+03,1.317e+03,5.574e+03,8.108e+03
183.7,1.188e+03,1.349e+03,5.929e+03,8.466e+03
185.3,1.200e+03,1.226e+03,6.239e+03,8.665e+03
186.8,1.261e+03,1.179e+03,6.300e+03,8.739e+03
188.4,1.288e+03,1.305e+03,6.426e+03,9.019e+03
190.0,1.272e+03,1.219e+03,6.772e+03,9.263e+03
191.6,1.257e+03,1.161e+03,7.222e+03,9.639e+03
193.2,1.256e+03,1.177e+03,7.486e+03,9.919e+03
194.8,1.324e+03,1.310e+03,7.407e+03,1.004e+04
196.3,1.455e+03,1.395e+03,7.552e+03,1.040e+04
197.9,1.586e+03,1.395e+03,8.349e+03,1.133e+04
199.5,1.700e+03,1.365e+03,9.278e+03,1.234e+04
